{'text': 'you have any regrets about yesterday', 'start': 0.0, 'duration': 3.679}
{'text': 'worthless subhuman boat anchors dragging', 'start': 1.199, 'duration': 4.16}
{'text': 'me to the bottom of their put yourself', 'start': 3.679, 'duration': 3.921}
{'text': 'in a world where you can never ever talk', 'start': 5.359, 'duration': 4.32}
{'text': 'about growing negative trends because', 'start': 7.6, 'duration': 3.44}
{'text': "you're just like irresponsibly", 'start': 9.679, 'duration': 2.96}
{'text': 'platforming or giving attention to', 'start': 11.04, 'duration': 2.88}
{'text': "something we don't ever talk about this", 'start': 12.639, 'duration': 2.481}
{'text': "now because we can't platform any of the", 'start': 13.92, 'duration': 2.64}
{'text': 'other speakers we can barely contend', 'start': 15.12, 'duration': 2.64}
{'text': 'with the ideas because a lot of these', 'start': 16.56, 'duration': 3.28}
{'text': "guys don't even know what the ideas are", 'start': 17.76, 'duration': 3.2}
{'text': "because they're like they make these", 'start': 19.84, 'duration': 3.199}
{'text': 'horrible caricatures or strawmen honest', 'start': 20.96, 'duration': 3.6}
{'text': 'to god one of the most impressive things', 'start': 23.039, 'duration': 3.121}
{'text': "that i can do in other people's eyes", 'start': 24.56, 'duration': 2.559}
{'text': "when i'm having debates with some of", 'start': 26.16, 'duration': 2.24}
{'text': 'these red pillars a lot of these people', 'start': 27.119, 'duration': 2.32}
{'text': 'are shocked that i even understand their', 'start': 28.4, 'duration': 3.039}
{'text': 'point of view not talking about it led', 'start': 29.439, 'duration': 3.681}
{'text': 'to these movements being created and', 'start': 31.439, 'duration': 3.201}
{'text': 'then they also want you to not talk', 'start': 33.12, 'duration': 2.8}
{'text': 'about it now that these issues are in', 'start': 34.64, 'duration': 2.64}
{'text': 'the mainstream yeah because then it', 'start': 35.92, 'duration': 3.12}
{'text': 'grows it and then they expect anything', 'start': 37.28, 'duration': 3.68}
{'text': "to change it's like the way we got to", 'start': 39.04, 'duration': 2.96}
{'text': 'this point', 'start': 40.96, 'duration': 3.599}
{'text': 'was not talking about the way that these', 'start': 42.0, 'duration': 4.879}
{'text': 'movements even got big was not talking', 'start': 44.559, 'duration': 5.041}
{'text': "about it and now that it's big you're", 'start': 46.879, 'duration': 5.121}
{'text': "like let's not talk about it yeah", 'start': 49.6, 'duration': 3.92}
{'text': 'the whole way that podcast started was', 'start': 52.0, 'duration': 3.6}
{'text': 'funny i um i thought andrew tate was', 'start': 53.52, 'duration': 3.28}
{'text': 'trying to reach out to sneaker and', 'start': 55.6, 'duration': 2.959}
{'text': 'sneaker was missing out so i hit him up', 'start': 56.8, 'duration': 3.439}
{'text': "i'm like yo you're chat saying", 'start': 58.559, 'duration': 3.921}
{'text': "it's called oh no", 'start': 60.239, 'duration': 4.161}
{'text': 'i fell for the bait yeah i trusted', 'start': 62.48, 'duration': 3.2}
{'text': "there's also a really common one if you", 'start': 64.4, 'duration': 2.24}
{'text': 'ever start streaming where people like', 'start': 65.68, 'duration': 3.04}
{'text': "hey call destiny he's crying or call x", 'start': 66.64, 'duration': 3.6}
{'text': "they're crying that's all that's another", 'start': 68.72, 'duration': 3.36}
{'text': 'one people just make [\xa0__\xa0] up man okay', 'start': 70.24, 'duration': 3.52}
{'text': "okay i didn't know so then he tried to", 'start': 72.08, 'duration': 2.96}
{'text': "call him dude's sleep was like don't", 'start': 73.76, 'duration': 3.28}
{'text': "call me when i'm sleeping", 'start': 75.04, 'duration': 3.6}
{'text': "so i felt bad so he's like well you have", 'start': 77.04, 'duration': 3.52}
{'text': 'to come on now so i agreed too and then', 'start': 78.64, 'duration': 4.24}
{'text': 'everything just kind of', 'start': 80.56, 'duration': 3.599}
{'text': 'evolved from there i thought i was just', 'start': 82.88, 'duration': 2.4}
{'text': 'speaking with', 'start': 84.159, 'duration': 3.921}
{'text': 'sneko and jideon and then nick fuentes', 'start': 85.28, 'duration': 4.159}
{'text': 'just showed up and then he just started', 'start': 88.08, 'duration': 3.28}
{'text': "going off about real race realism i'm", 'start': 89.439, 'duration': 2.881}
{'text': "like i don't know anything about the", 'start': 91.36, 'duration': 2.88}
{'text': 'literature i have no idea', 'start': 92.32, 'duration': 3.52}
{'text': "so he just started rambling and i'm", 'start': 94.24, 'duration': 3.12}
{'text': "sitting there awkwardly i don't know", 'start': 95.84, 'duration': 2.72}
{'text': 'counter any of these points because i', 'start': 97.36, 'duration': 3.92}
{'text': "don't know what the [\xa0__\xa0] he's talking", 'start': 98.56, 'duration': 4.8}
{'text': 'do you um i think it optically looked', 'start': 101.28, 'duration': 4.08}
{'text': 'worse than it was', 'start': 103.36, 'duration': 4.24}
{'text': 'sure do you um', 'start': 105.36, 'duration': 4.64}
{'text': 'how do you', 'start': 107.6, 'duration': 2.4}
{'text': 'when you how do you reach out to people', 'start': 111.119, 'duration': 2.721}
{'text': 'not do you ever feel bad when you reach', 'start': 112.56, 'duration': 4.32}
{'text': "out to people like you're lychee", 'start': 113.84, 'duration': 4.4}
{'text': 'what do you mean', 'start': 116.88, 'duration': 2.16}
{'text': 'like', 'start': 118.24, 'duration': 2.0}
{'text': "there's a lot of conversations that i'm", 'start': 119.04, 'duration': 3.039}
{'text': 'listening to so like when nick popped up', 'start': 120.24, 'duration': 3.44}
{'text': 'on that one yesterday and i heard him', 'start': 122.079, 'duration': 3.201}
{'text': 'starting to ramble off the', 'start': 123.68, 'duration': 2.399}
{'text': 'um', 'start': 125.28, 'duration': 2.64}
{'text': 'like the [\xa0__\xa0] racial [\xa0__\xa0] i started', 'start': 126.079, 'duration': 3.761}
{'text': 'getting triggered as [\xa0__\xa0] because i knew', 'start': 127.92, 'duration': 3.44}
{'text': 'that there was like not going to be like', 'start': 129.84, 'duration': 3.28}
{'text': 'an adequate like counter and he was just', 'start': 131.36, 'duration': 3.76}
{'text': "going to be like preaching to sneko's", 'start': 133.12, 'duration': 4.32}
{'text': 'audience of like 20 000 people where and', 'start': 135.12, 'duration': 3.68}
{'text': "he's just like getting a free pass and", 'start': 137.44, 'duration': 2.56}
{'text': 'everything and i want to message he', 'start': 138.8, 'duration': 2.4}
{'text': 'could be like bro you gotta let me on', 'start': 140.0, 'duration': 2.959}
{'text': "but then it feels like i'm like begging", 'start': 141.2, 'duration': 3.44}
{'text': 'so like please let me come on and i want', 'start': 142.959, 'duration': 3.681}
{'text': 'like your viewership right', 'start': 144.64, 'duration': 3.44}
{'text': 'it always feels like really weird i i', 'start': 146.64, 'duration': 3.52}
{'text': 'can never buy i think some people might', 'start': 148.08, 'duration': 3.439}
{'text': 'perceive it that way you have to know', 'start': 150.16, 'duration': 3.04}
{'text': "like with me it won't", 'start': 151.519, 'duration': 3.201}
{'text': 'so i think you just have to know the', 'start': 153.2, 'duration': 2.96}
{'text': "people that you're asking if you're", 'start': 154.72, 'duration': 2.72}
{'text': "really worried about it it'll never feel", 'start': 156.16, 'duration': 2.88}
{'text': "that way to me either steve don't worry", 'start': 157.44, 'duration': 4.159}
{'text': 'shut up dad', 'start': 159.04, 'duration': 3.919}
{'text': "i understand that you're not after the", 'start': 161.599, 'duration': 3.521}
{'text': 'cloud not like that i think we all have', 'start': 162.959, 'duration': 3.441}
{'text': "that natural inclination like there's", 'start': 165.12, 'duration': 2.72}
{'text': 'been times where like a creator did', 'start': 166.4, 'duration': 2.72}
{'text': 'something i really liked him i want to', 'start': 167.84, 'duration': 2.64}
{'text': 'reach out just say hey i really', 'start': 169.12, 'duration': 3.28}
{'text': "appreciate that uh but i didn't want to", 'start': 170.48, 'duration': 3.44}
{'text': 'steam like i was like you know on some', 'start': 172.4, 'duration': 3.04}
{'text': "[\xa0__\xa0] where i'm like let me be friends", 'start': 173.92, 'duration': 2.959}
{'text': "because i don't want to be friends like", 'start': 175.44, 'duration': 3.12}
{'text': 'that um', 'start': 176.879, 'duration': 3.121}
{'text': 'so i think we all have a little bit of', 'start': 178.56, 'duration': 2.56}
{'text': "that insecurity where we don't want to", 'start': 180.0, 'duration': 2.4}
{'text': "perceive like we're there for the wrong", 'start': 181.12, 'duration': 3.28}
{'text': 'reasons', 'start': 182.4, 'duration': 3.36}
{'text': 'but i think it really just comes down to', 'start': 184.4, 'duration': 3.119}
{'text': 'how well do you know these people', 'start': 185.76, 'duration': 3.6}
{'text': 'and what is your intention going in if', 'start': 187.519, 'duration': 3.201}
{'text': "if you feel like it's more important for", 'start': 189.36, 'duration': 2.72}
{'text': 'you to talk about these issues than it', 'start': 190.72, 'duration': 3.04}
{'text': 'is to be', 'start': 192.08, 'duration': 3.76}
{'text': 'accidentally perceived that way then i', 'start': 193.76, 'duration': 4.88}
{'text': 'would still go through with it uh but if', 'start': 195.84, 'duration': 4.16}
{'text': 'if you know the people pretty well just', 'start': 198.64, 'duration': 2.72}
{'text': 'have that conversation beforehand like', 'start': 200.0, 'duration': 2.4}
{'text': "yo listen if you're talking to someone", 'start': 201.36, 'duration': 3.04}
{'text': 'crazy i might hit you up to jump on and', 'start': 202.4, 'duration': 3.44}
{'text': "then there's no reason for them to look", 'start': 204.4, 'duration': 3.36}
{'text': 'at you crazy unless you do something to', 'start': 205.84, 'duration': 4.479}
{'text': 'the contrary yeah sure maybe yeah so if', 'start': 207.76, 'duration': 4.0}
{'text': 'you know sneaker has crazy guests on', 'start': 210.319, 'duration': 3.681}
{'text': 'every now then you might want to jump on', 'start': 211.76, 'duration': 3.52}
{'text': 'just hit him over like yo listen if', 'start': 214.0, 'duration': 2.08}
{'text': "you're ever talking to someone that's", 'start': 215.28, 'duration': 3.12}
{'text': 'crazy um', 'start': 216.08, 'duration': 4.0}
{'text': 'i might want to jump on and ask you for', 'start': 218.4, 'duration': 3.759}
{'text': 'it', 'start': 220.08, 'duration': 2.079}
{'text': 'was that fair yeah i think so i think', 'start': 222.48, 'duration': 3.2}
{'text': "it's more than fair", 'start': 224.48, 'duration': 2.319}
{'text': 'yeah if you were to hit me up and said', 'start': 225.68, 'duration': 3.04}
{'text': "yeah i'm trying to jump on right now", 'start': 226.799, 'duration': 3.36}
{'text': "i would just ask niko if it's fine then", 'start': 228.72, 'duration': 3.12}
{'text': "i would tell you i'm glad you did to be", 'start': 230.159, 'duration': 3.201}
{'text': 'honest with you because he was just', 'start': 231.84, 'duration': 3.2}
{'text': 'going off dish galloping talking about', 'start': 233.36, 'duration': 3.36}
{'text': 'this whole thing and i was hitting judy', 'start': 235.04, 'duration': 3.68}
{'text': "i'm like bro do you know anything about", 'start': 236.72, 'duration': 4.799}
{'text': "yeah that's like [\xa0__\xa0]", 'start': 238.72, 'duration': 4.56}
{'text': "he's like get given the opportunity to", 'start': 241.519, 'duration': 3.681}
{'text': 'ramble like he has a worldview put', 'start': 243.28, 'duration': 3.2}
{'text': 'together that like if you let him talk', 'start': 245.2, 'duration': 2.319}
{'text': "about it long enough it's gonna sound", 'start': 246.48, 'duration': 2.16}
{'text': 'pretty appealing like it sounds like', 'start': 247.519, 'duration': 2.241}
{'text': "he's got it all figured out he seems", 'start': 248.64, 'duration': 2.239}
{'text': "like he's a pretty funny dude pretty", 'start': 249.76, 'duration': 3.52}
{'text': 'charismatic you know yeah and the last', 'start': 250.879, 'duration': 3.761}
{'text': 'thing i want to do is start screaming', 'start': 253.28, 'duration': 3.44}
{'text': 'and yelling and be like oh yeah boy but', 'start': 254.64, 'duration': 3.439}
{'text': 'i have nothing yeah and you look', 'start': 256.72, 'duration': 2.639}
{'text': "unhinged yeah and then if you're wrong", 'start': 258.079, 'duration': 2.88}
{'text': 'on anything now you look like you just', 'start': 259.359, 'duration': 2.72}
{'text': "have a vendetta against him and it's", 'start': 260.959, 'duration': 3.121}
{'text': 'like really rough yeah right right but', 'start': 262.079, 'duration': 3.68}
{'text': 'at the same time i also look [\xa0__\xa0]', 'start': 264.08, 'duration': 3.119}
{'text': "stupid because i'm just sitting here", 'start': 265.759, 'duration': 2.88}
{'text': "while somebody yeah you're living in a", 'start': 267.199, 'duration': 3.361}
{'text': 'piano with like three black people here', 'start': 268.639, 'duration': 3.601}
{'text': "yeah yeah and we're just sitting here", 'start': 270.56, 'duration': 3.04}
{'text': 'quietly like', 'start': 272.24, 'duration': 2.72}
{'text': "so i don't know what to do in this", 'start': 273.6, 'duration': 2.96}
{'text': "moment because i first thought that's", 'start': 274.96, 'duration': 2.56}
{'text': 'what really', 'start': 276.56, 'duration': 3.52}
{'text': "cheesed me i wasn't aware this was gonna", 'start': 277.52, 'duration': 3.84}
{'text': 'happen yeah you know if you want to', 'start': 280.08, 'duration': 2.88}
{'text': 'throw in some random person like i', 'start': 281.36, 'duration': 3.279}
{'text': "really don't have an issue but when they", 'start': 282.96, 'duration': 4.32}
{'text': 'got like crazy unhinged views', 'start': 284.639, 'duration': 4.081}
{'text': "and you don't tell the others it's not", 'start': 287.28, 'duration': 2.88}
{'text': "that i'm afraid of being on that kind of", 'start': 288.72, 'duration': 3.12}
{'text': "panels like if i'm unprepared i look", 'start': 290.16, 'duration': 2.96}
{'text': 'stupid for being there because it just', 'start': 291.84, 'duration': 3.12}
{'text': "sounds like i'm i'm chilling while this", 'start': 293.12, 'duration': 4.0}
{'text': "person's saying oh yeah black people", 'start': 294.96, 'duration': 4.32}
{'text': 'have uh laura is kind of stupid', 'start': 297.12, 'duration': 3.44}
{'text': 'yeah you know like everybody in the', 'start': 299.28, 'duration': 2.56}
{'text': 'black brain', 'start': 300.56, 'duration': 3.12}
{'text': 'yeah yeah yeah', 'start': 301.84, 'duration': 3.6}
{'text': 'um', 'start': 303.68, 'duration': 3.12}
{'text': 'jesus', 'start': 305.44, 'duration': 2.8}
{'text': "and so i guess he's upset with how you", 'start': 306.8, 'duration': 2.8}
{'text': 'were representing a lot what he was', 'start': 308.24, 'duration': 2.399}
{'text': 'saying', 'start': 309.6, 'duration': 3.36}
{'text': 'um who nick or sneaker', 'start': 310.639, 'duration': 5.041}
{'text': 'nick oh who was going on the rant oh', 'start': 312.96, 'duration': 4.16}
{'text': 'nick is yeah well because usually if i', 'start': 315.68, 'duration': 2.799}
{'text': 'have nick on a one-on-one environment', 'start': 317.12, 'duration': 3.04}
{'text': "i'll be like more kind of like friendly", 'start': 318.479, 'duration': 3.761}
{'text': 'and personable', 'start': 320.16, 'duration': 3.28}
{'text': 'just because i think i reach his', 'start': 322.24, 'duration': 2.959}
{'text': "audience better but if he's like", 'start': 323.44, 'duration': 4.24}
{'text': 'preaching to other platforms well now i', 'start': 325.199, 'duration': 4.56}
{'text': 'have to start like staking out way', 'start': 327.68, 'duration': 3.44}
{'text': "harder positions like if he's talking to", 'start': 329.759, 'duration': 2.561}
{'text': 'me one-on-one and he wants to talk that', 'start': 331.12, 'duration': 2.799}
{'text': "culture [\xa0__\xa0] i'll explore it with him", 'start': 332.32, 'duration': 2.879}
{'text': "because it's my audience and i control", 'start': 333.919, 'duration': 2.481}
{'text': "my audience and i'm fine with that but", 'start': 335.199, 'duration': 3.041}
{'text': "if he's on some other [\xa0__\xa0] like on like", 'start': 336.4, 'duration': 4.239}
{'text': "sneako's panel or or talking to gideon", 'start': 338.24, 'duration': 4.399}
{'text': 'or the don guy or anybody else well now', 'start': 340.639, 'duration': 3.521}
{'text': "i want him to be like let's be clear", 'start': 342.639, 'duration': 2.721}
{'text': "when you say culture you're talking", 'start': 344.16, 'duration': 3.2}
{'text': "about motherfucker's skull size okay", 'start': 345.36, 'duration': 4.24}
{'text': "you're on some you're on some biological", 'start': 347.36, 'duration': 3.76}
{'text': "race realism [\xa0__\xa0] let's be clear what", 'start': 349.6, 'duration': 2.4}
{'text': "you're talking about because i don't", 'start': 351.12, 'duration': 1.76}
{'text': 'want a whole bunch of people listening', 'start': 352.0, 'duration': 2.56}
{'text': 'like oh yeah like this sounds basic i', 'start': 352.88, 'duration': 2.64}
{'text': 'think everybody should have like the', 'start': 354.56, 'duration': 2.24}
{'text': "same culture and it's like he doesn't", 'start': 355.52, 'duration': 2.48}
{'text': 'mean the same culture my dude he means', 'start': 356.8, 'duration': 3.28}
{'text': 'the same skin color okay', 'start': 358.0, 'duration': 3.84}
{'text': 'yeah yeah yeah and i think that', 'start': 360.08, 'duration': 4.959}
{'text': 'distinction is important because', 'start': 361.84, 'duration': 4.799}
{'text': "i don't know me listening to him is", 'start': 365.039, 'duration': 3.361}
{'text': 'interesting because he was referencing', 'start': 366.639, 'duration': 3.12}
{'text': "stuff i hadn't read up on so i couldn't", 'start': 368.4, 'duration': 2.48}
{'text': 'really counter him on that but some of', 'start': 369.759, 'duration': 2.961}
{'text': 'the other stuff he said where he claimed', 'start': 370.88, 'duration': 3.36}
{'text': 'that his faith was his most important', 'start': 372.72, 'duration': 4.319}
{'text': "identity process but that he wouldn't", 'start': 374.24, 'duration': 4.239}
{'text': 'prioritize his religion when choosing a', 'start': 377.039, 'duration': 2.88}
{'text': 'partner yeah that was a really good', 'start': 378.479, 'duration': 4.56}
{'text': 'question um yeah yeah was that you too', 'start': 379.919, 'duration': 4.321}
{'text': "yeah that's the one because he was", 'start': 383.039, 'duration': 2.561}
{'text': 'telling me like he was very religious i', 'start': 384.24, 'duration': 2.64}
{'text': 'was like which one do you identify more', 'start': 385.6, 'duration': 2.56}
{'text': 'with and then he said religion i was', 'start': 386.88, 'duration': 2.879}
{'text': 'like cool so then why would you just', 'start': 388.16, 'duration': 3.2}
{'text': "marry a black woman who's religious over", 'start': 389.759, 'duration': 3.761}
{'text': "like a white woman who's not and then he", 'start': 391.36, 'duration': 4.16}
{'text': "started stuttering and yeah i'm like", 'start': 393.52, 'duration': 3.44}
{'text': 'okay well that means your priorities', 'start': 395.52, 'duration': 3.519}
{'text': "aren't what you claim exactly yeah and i", 'start': 396.96, 'duration': 3.359}
{'text': 'wish they would just do that more often', 'start': 399.039, 'duration': 2.561}
{'text': 'just say like yeah for me whiteness is', 'start': 400.319, 'duration': 2.241}
{'text': "more important because then i wouldn't", 'start': 401.6, 'duration': 2.24}
{'text': 'have an issue we know where you stand', 'start': 402.56, 'duration': 2.8}
{'text': "but it's the", 'start': 403.84, 'duration': 3.84}
{'text': 'trying to play both sides whilst also', 'start': 405.36, 'duration': 3.76}
{'text': "saying some [\xa0__\xa0] that's clearly [\xa0__\xa0]", 'start': 407.68, 'duration': 3.76}
{'text': 'up that yeah interests me yeah exactly', 'start': 409.12, 'duration': 4.32}
{'text': 'yeah because yeah because because then', 'start': 411.44, 'duration': 4.08}
{'text': 'the positions sound pretty reasonable', 'start': 413.44, 'duration': 3.599}
{'text': 'like i want to i want to marry somebody', 'start': 415.52, 'duration': 3.44}
{'text': "that shares my like core values that's a", 'start': 417.039, 'duration': 3.28}
{'text': 'fair point i think everybody feels that', 'start': 418.96, 'duration': 2.32}
{'text': 'way', 'start': 420.319, 'duration': 2.241}
{'text': 'but when i say core values i mean my', 'start': 421.28, 'duration': 2.479}
{'text': 'most important value is skin color like', 'start': 422.56, 'duration': 2.639}
{'text': "okay well now we're on some different", 'start': 423.759, 'duration': 2.56}
{'text': '[\xa0__\xa0]', 'start': 425.199, 'duration': 2.321}
{'text': "now it's a little", 'start': 426.319, 'duration': 2.081}
{'text': 'yeah', 'start': 427.52, 'duration': 2.48}
{'text': 'right and it was also fascinating how', 'start': 428.4, 'duration': 3.519}
{'text': 'sneako was like really on top of all of', 'start': 430.0, 'duration': 3.44}
{'text': 'it and like you know being supportive', 'start': 431.919, 'duration': 2.961}
{'text': 'because i think even sneaker at some', 'start': 433.44, 'duration': 2.879}
{'text': 'points have to like walk some stuff back', 'start': 434.88, 'duration': 3.84}
{'text': 'and be like oh you know', 'start': 436.319, 'duration': 3.761}
{'text': 'maybe this world view is not the best', 'start': 438.72, 'duration': 3.68}
{'text': 'for my existence', 'start': 440.08, 'duration': 5.04}
{'text': 'um but that was interesting watching', 'start': 442.4, 'duration': 5.28}
