{'text': "okay I'll be back wish me luck okay wait", 'start': 0.03, 'duration': 13.229}
{'text': 'were you going play chess hello hey this', 'start': 3.12, 'duration': 12.149}
{'text': 'is Alexandra with the CIA calling how', 'start': 13.259, 'duration': 5.221}
{'text': "are you doing destiny how's it going not", 'start': 15.269, 'duration': 4.141}
{'text': 'too good right now', 'start': 18.48, 'duration': 4.41}
{'text': "how are you done I'm I'm doing alright", 'start': 19.41, 'duration': 6.42}
{'text': "it's been a pretty pretty eventful day", 'start': 22.89, 'duration': 5.969}
{'text': 'how about you yeah how about for you um', 'start': 25.83, 'duration': 5.13}
{'text': "well you know it's been a day for me too", 'start': 28.859, 'duration': 3.54}
{'text': 'I woke up pretty late', 'start': 30.96, 'duration': 7.259}
{'text': 'and Here I am were you playing League of', 'start': 32.399, 'duration': 7.32}
{'text': 'Legends hang on I think I had your', 'start': 38.219, 'duration': 2.971}
{'text': 'stream open today', 'start': 39.719, 'duration': 2.791}
{'text': "no you're playing Terraria you're", 'start': 41.19, 'duration': 3.51}
{'text': 'playing Terraria fires playing league of', 'start': 42.51, 'duration': 3.299}
{'text': 'legends I would have already started', 'start': 44.7, 'duration': 3.12}
{'text': "calling you names don't worry I didn't", 'start': 45.809, 'duration': 4.23}
{'text': 'play sorry go ahead', 'start': 47.82, 'duration': 4.649}
{'text': 'yeah I would never play league before', 'start': 50.039, 'duration': 3.511}
{'text': "talking to you don't worry I wouldn't do", 'start': 52.469, 'duration': 5.66}
{'text': "that to you it's Lee actually that toxic", 'start': 53.55, 'duration': 4.579}
{'text': "you it's indescribable", 'start': 58.399, 'duration': 6.58}
{'text': 'okay like asking if we get weight I', 'start': 61.289, 'duration': 4.741}
{'text': "don't know what kind of jokes I can make", 'start': 64.979, 'duration': 5.011}
{'text': "with you it's really toxic I just put it", 'start': 66.03, 'duration': 6.05}
{'text': 'that way', 'start': 69.99, 'duration': 5.489}
{'text': "okay well I'm glad you put on your PBS", 'start': 72.08, 'duration': 5.35}
{'text': 'kids pants today because it seems like', 'start': 75.479, 'duration': 3.631}
{'text': "you're very afraid to say anything", 'start': 77.43, 'duration': 5.31}
{'text': "I'm not afraid just I listen sure you", 'start': 79.11, 'duration': 5.52}
{'text': 'keep most of most of your jokes and', 'start': 82.74, 'duration': 3.54}
{'text': "private anyway right good that's a", 'start': 84.63, 'duration': 5.61}
{'text': 'really funny one okay okay I remember', 'start': 86.28, 'duration': 4.589}
{'text': 'that all right', 'start': 90.24, 'duration': 3.18}
{'text': 'what um let me open your shirt so I can', 'start': 90.869, 'duration': 10.101}
{'text': 'see if people are making fun of me no I', 'start': 93.42, 'duration': 9.57}
{'text': 'mean it your audience must be easily', 'start': 100.97, 'duration': 3.31}
{'text': 'entertained you play chess all day and', 'start': 102.99, 'duration': 2.699}
{'text': 'they still watch you so the bar is', 'start': 104.28, 'duration': 3.18}
{'text': 'probably pretty low here for comedy huh', 'start': 105.689, 'duration': 3.811}
{'text': "maybe I'm just so entertaining that they", 'start': 107.46, 'duration': 3.75}
{'text': "watch me despite the fact that I'm I'm", 'start': 109.5, 'duration': 3.45}
{'text': 'playing chess right destiny I would', 'start': 111.21, 'duration': 2.79}
{'text': 'think that you might come to that', 'start': 112.95, 'duration': 3.18}
{'text': 'conclusion as well you know you could I', 'start': 114.0, 'duration': 3.27}
{'text': "guess we'll find out over the next", 'start': 116.13, 'duration': 3.69}
{'text': "however many games if that's true or not", 'start': 117.27, 'duration': 5.94}
{'text': "so well yeah you're so you're playing", 'start': 119.82, 'duration': 5.07}
{'text': "Terraria it's I literally don't", 'start': 123.21, 'duration': 3.03}
{'text': "understand what's going on it's just a", 'start': 124.89, 'duration': 4.589}
{'text': 'little guy running up and down this is a', 'start': 126.24, 'duration': 4.92}
{'text': 'pretty this is a pretty complicated game', 'start': 129.479, 'duration': 4.191}
{'text': 'I would say that um', 'start': 131.16, 'duration': 4.71}
{'text': "there's a lot going on here that I", 'start': 133.67, 'duration': 3.43}
{'text': "wouldn't expect you to be able to", 'start': 135.87, 'duration': 2.67}
{'text': 'understand you know being a chess player', 'start': 137.1, 'duration': 1.92}
{'text': 'or not', 'start': 138.54, 'duration': 3.48}
{'text': "yeah it's highly highly complex game is", 'start': 139.02, 'duration': 5.16}
{'text': 'actually quite complex yeah I mean are', 'start': 142.02, 'duration': 3.66}
{'text': 'you clicking like two buttons at the', 'start': 144.18, 'duration': 3.54}
{'text': 'same time how many do you click at the', 'start': 145.68, 'duration': 3.15}
{'text': 'same time when you play chess', 'start': 147.72, 'duration': 3.99}
{'text': 'I mean multiple pieces is not about the', 'start': 148.83, 'duration': 4.41}
{'text': 'button multiple pieces at once', 'start': 151.71, 'duration': 4.2}
{'text': 'was there a DLC an upgraded chess if', 'start': 153.24, 'duration': 4.5}
{'text': 'they change the rules more than once a', 'start': 155.91, 'duration': 8.22}
{'text': 'once over the past in chess well in in', 'start': 157.74, 'duration': 8.88}
{'text': "rapid chess often yeah oh I can I'm an", 'start': 164.13, 'duration': 4.62}
{'text': 'expert at fifteen plus one chess so I', 'start': 166.62, 'duration': 9.96}
{'text': 'know all about that chess you know a', 'start': 168.75, 'duration': 13.89}
{'text': 'long time ago back when I they were okay', 'start': 176.58, 'duration': 8.1}
{'text': "hold on I started I don't really play", 'start': 182.64, 'duration': 3.45}
{'text': "chess okay listen I'm gonna be honest", 'start': 184.68, 'duration': 2.91}
{'text': 'with you I learned what all the pieces', 'start': 186.09, 'duration': 3.24}
{'text': 'did a long time ago and I know how to', 'start': 187.59, 'duration': 2.94}
{'text': "move them across the board that's the", 'start': 189.33, 'duration': 5.73}
{'text': 'extent of my knowledge all right were', 'start': 190.53, 'duration': 6.12}
{'text': 'you just hopping on the chess meta when', 'start': 195.06, 'duration': 3.09}
{'text': 'your chat was telling you to learn I', 'start': 196.65, 'duration': 3.899}
{'text': 'played chess on this platform probably', 'start': 198.15, 'duration': 4.26}
{'text': 'before you played it as a human being', 'start': 200.549, 'duration': 4.97}
{'text': 'okay how old were you when you won the', 'start': 202.41, 'duration': 5.28}
{'text': "yeah that's right okay I was playing", 'start': 205.519, 'duration': 4.211}
{'text': 'chess in [\xa0__\xa0] ply form nine years ago', 'start': 207.69, 'duration': 3.45}
{'text': 'okay so you guys are hopping on my', 'start': 209.73, 'duration': 3.539}
{'text': "bandwagon and you're miles behind okay", 'start': 211.14, 'duration': 7.86}
{'text': "try to keep up well I'm glad that you're", 'start': 213.269, 'duration': 7.381}
{'text': 'just kind of moving with the flow then', 'start': 219.0, 'duration': 2.73}
{'text': 'you know he saw a lot of streamers', 'start': 220.65, 'duration': 3.21}
{'text': 'playing chess you said you know why not', 'start': 221.73, 'duration': 4.77}
{'text': 'hop on it you know get a little bit', 'start': 223.86, 'duration': 4.14}
{'text': "laughs little community no it's smart", 'start': 226.5, 'duration': 3.269}
{'text': "you're smart human being I could see", 'start': 228.0, 'duration': 3.45}
{'text': 'that business thinking there thanks you', 'start': 229.769, 'duration': 3.361}
{'text': 'know I try and with his desperate if you', 'start': 231.45, 'duration': 3.24}
{'text': 'were being in my DMS I was like I guess', 'start': 233.13, 'duration': 3.3}
{'text': 'like Jesus Christ like I feel pretty bad', 'start': 234.69, 'duration': 3.78}
{'text': "to sleep nationally I wasn't I was being", 'start': 236.43, 'duration': 3.51}
{'text': "desperate I'm sorry who's not the first", 'start': 238.47, 'duration': 4.26}
{'text': 'DMS a um I mean you could rewrite', 'start': 239.94, 'duration': 6.18}
{'text': 'history all you want but sounds like', 'start': 242.73, 'duration': 4.59}
{'text': "what you're doing right now don't make", 'start': 246.12, 'duration': 4.619}
{'text': "me don't make me yeah Hughes evidence", 'start': 247.32, 'duration': 7.979}
{'text': "here evidence here wait hold on I'm", 'start': 250.739, 'duration': 6.661}
{'text': 'curious wait do you deny do you deny', 'start': 255.299, 'duration': 6.47}
{'text': "this cuz I mean it's pretty clear to me", 'start': 257.4, 'duration': 4.369}
{'text': "I'm not gonna I'm gonna use just", 'start': 263.81, 'duration': 8.47}
{'text': 'facts - okay yeah wait a sec did you', 'start': 267.06, 'duration': 7.8}
{'text': 'just delete all your messages no I do', 'start': 272.28, 'duration': 5.1}
{'text': 'not remember holy [\xa0__\xa0] how hard do you', 'start': 274.86, 'duration': 3.93}
{'text': "[\xa0__\xa0] chess players party are you'd", 'start': 277.38, 'duration': 2.37}
{'text': 'coked out all the time you never', 'start': 278.79, 'duration': 2.69}
{'text': 'remember the beginnings of conversations', 'start': 279.75, 'duration': 3.72}
{'text': "or you're probably talking to so many", 'start': 281.48, 'duration': 3.22}
{'text': "people no into it you just you can't", 'start': 283.47, 'duration': 8.22}
{'text': "keep track of yes it's okay good no no", 'start': 284.7, 'duration': 8.939}
{'text': "but I actually respected cuz I didn't", 'start': 291.69, 'duration': 4.5}
{'text': 'talk back or original even then he went', 'start': 293.639, 'duration': 4.411}
{'text': 'on the show so it was actually a pretty', 'start': 296.19, 'duration': 3.99}
{'text': 'you know impressive grind okay yeah so', 'start': 298.05, 'duration': 5.64}
{'text': 'first message I got from you was um why', 'start': 300.18, 'duration': 6.15}
{'text': 'are you reading my DMS okay oh I am not', 'start': 303.69, 'duration': 4.53}
{'text': 'comfortable right now with anybody okay', 'start': 306.33, 'duration': 4.68}
{'text': 'chess and keep telling you know Carl let', 'start': 308.22, 'duration': 4.919}
{'text': "me know if you're ever interested hmm", 'start': 311.01, 'duration': 3.99}
{'text': "why sorry that your DMS didn't work and", 'start': 313.139, 'duration': 3.571}
{'text': "slide into key cars there's okay you got", 'start': 315.0, 'duration': 4.919}
{'text': "me here how are you okay you're being", 'start': 316.71, 'duration': 4.56}
{'text': 'like really aggressive right now for no', 'start': 319.919, 'duration': 3.901}
{'text': "reason okay let's slow down okay I heard", 'start': 321.27, 'duration': 4.38}
{'text': 'you play chess what do you like 1600', 'start': 323.82, 'duration': 4.2}
{'text': '1700 and I remember oh yeah maybe', 'start': 325.65, 'duration': 5.639}
{'text': 'blindfolded well you can play', 'start': 328.02, 'duration': 7.709}
{'text': 'blindfolded probably run around that', 'start': 331.289, 'duration': 6.541}
{'text': "level that's insane there's like 20", 'start': 335.729, 'duration': 3.121}
{'text': 'pieces on the board how could you', 'start': 337.83, 'duration': 2.64}
{'text': 'remember where they all are oh my god', 'start': 338.85, 'duration': 3.569}
{'text': 'stop switching to compliments what are', 'start': 340.47, 'duration': 3.75}
{'text': "you you're losing the debate so you have", 'start': 342.419, 'duration': 3.241}
{'text': 'to switch to the nice side is this what', 'start': 344.22, 'duration': 2.46}
{'text': 'usually happens when you bring people', 'start': 345.66, 'duration': 2.43}
{'text': "wait I'm sorry did you think being able", 'start': 346.68, 'duration': 2.85}
{'text': 'to keep track of like five different', 'start': 348.09, 'duration': 4.16}
{'text': 'pieces blindfolded was a compliment', 'start': 349.53, 'duration': 5.46}
{'text': "well it's 20 separate pieces like five", 'start': 352.25, 'duration': 3.88}
{'text': "different classes of pieces or I don't", 'start': 354.99, 'duration': 2.34}
{'text': 'know how many there are but you know', 'start': 356.13, 'duration': 2.88}
{'text': "it's okay that's I can play the piano", 'start': 357.33, 'duration': 3.54}
{'text': "blindfolded wow that's like impressive", 'start': 359.01, 'duration': 3.21}
{'text': "to like I didn't know that we were you", 'start': 360.87, 'duration': 3.72}
{'text': 'know can you walk and talk blindfolded', 'start': 362.22, 'duration': 6.09}
{'text': 'as well is that like okay keep picking', 'start': 364.59, 'duration': 5.549}
{'text': 'actions that are easier to do while', 'start': 368.31, 'duration': 3.3}
{'text': 'blindfolded and make it seem impressive', 'start': 370.139, 'duration': 3.03}
{'text': "what can you also see you're blindfolded", 'start': 371.61, 'duration': 2.97}
{'text': 'destiny please continue with this train', 'start': 373.169, 'duration': 2.731}
{'text': 'of thought it makes fun no actually I', 'start': 374.58, 'duration': 2.52}
{'text': 'can sleep with the lights on or off I', 'start': 375.9, 'duration': 2.46}
{'text': 'consider that to be more difficult than', 'start': 377.1, 'duration': 2.58}
{'text': "sleeping blindfolded that's actually the", 'start': 378.36, 'duration': 8.45}
{'text': 'easier way to do it thank you', 'start': 379.68, 'duration': 10.83}
{'text': 'but but on a more serious note I mean um', 'start': 386.81, 'duration': 6.97}
{'text': 'I I was actually gonna prepare to like', 'start': 390.51, 'duration': 4.89}
{'text': 'help you improve in chess today but I', 'start': 393.78, 'duration': 2.58}
{'text': "don't even know if that's what we're", 'start': 395.4, 'duration': 2.94}
{'text': "going for anymore why I won that's what", 'start': 396.36, 'duration': 3.179}
{'text': "we're here for I want to be a better", 'start': 398.34, 'duration': 1.76}
{'text': 'chess well', 'start': 399.539, 'duration': 2.181}
{'text': "why wouldn't we be here for that well", 'start': 400.1, 'duration': 4.17}
{'text': 'okay do you have a chest a common count', 'start': 401.72, 'duration': 4.65}
{'text': 'already yeah but I had to stop playing', 'start': 404.27, 'duration': 3.75}
{'text': 'that [\xa0__\xa0] eyesight because somebody sent', 'start': 406.37, 'duration': 3.42}
{'text': 'me a friend request with a giant [\xa0__\xa0]', 'start': 408.02, 'duration': 3.39}
{'text': 'dick in it and I almost got banned', 'start': 409.79, 'duration': 5.67}
{'text': 'because it was on stream so yeah sorry', 'start': 411.41, 'duration': 6.0}
{'text': "chess calm don't worry I found out that", 'start': 415.46, 'duration': 3.45}
{'text': 'you can turn off the notifications oh so', 'start': 417.41, 'duration': 2.25}
{'text': 'I should be good', 'start': 418.91, 'duration': 3.3}
{'text': 'but I do have a chest calm account hold', 'start': 419.66, 'duration': 5.55}
{'text': 'on if I if I tell you my account you', 'start': 422.21, 'duration': 4.41}
{'text': 'have to promise not to look at any of', 'start': 425.21, 'duration': 4.97}
{'text': 'the past games can you access those', 'start': 426.62, 'duration': 3.56}
{'text': 'account', 'start': 430.54, 'duration': 4.39}
{'text': "Wade you have my stream up yep that's", 'start': 431.66, 'duration': 6.06}
{'text': "not mine alright that's my friend's", 'start': 434.93, 'duration': 4.44}
{'text': "account that I log into I'm holding it", 'start': 437.72, 'duration': 3.36}
{'text': "for him yeah I'm sure you're sliding", 'start': 439.37, 'duration': 3.42}
{'text': 'into the DMS asking for a friend right', 'start': 441.08, 'duration': 5.04}
{'text': 'destiny what are you even going with', 'start': 442.79, 'duration': 5.61}
{'text': "that one it's not hold on okay for your", 'start': 446.12, 'duration': 3.78}
{'text': 'streamer friends who want to play chess', 'start': 448.4, 'duration': 3.57}
{'text': 'yeah for that one okay yeah I heard', 'start': 449.9, 'duration': 4.38}
{'text': 'chest is even follow the girls I I', 'start': 451.97, 'duration': 4.44}
{'text': "listen we're in a very uncoupled time", 'start': 454.28, 'duration': 3.48}
{'text': "period right now I can't make the types", 'start': 456.41, 'duration': 2.76}
{'text': 'of jokes I might normally I need you to', 'start': 457.76, 'duration': 3.09}
{'text': 'be more cognizant of this okay because', 'start': 459.17, 'duration': 2.82}
{'text': "I'm gonna say some [\xa0__\xa0] that's gonna get", 'start': 460.85, 'duration': 2.46}
{'text': 'me either banned or canceled so I need', 'start': 461.99, 'duration': 3.21}
{'text': "you to calm down all right let's talk", 'start': 463.31, 'duration': 5.1}
{'text': "about chess okay let's talk about so I", 'start': 465.2, 'duration': 6.72}
{'text': 'was yeah that would be fun today is if', 'start': 468.41, 'duration': 5.46}
{'text': 'you tell me your chess calm reading and', 'start': 471.92, 'duration': 3.63}
{'text': "I'll pair you up against somebody in my", 'start': 473.87, 'duration': 4.47}
{'text': 'chat like a sub I I know for a while', 'start': 475.55, 'duration': 4.71}
{'text': "who's your similar rating and then we", 'start': 478.34, 'duration': 3.78}
{'text': 'can play against them as a team talk', 'start': 480.26, 'duration': 3.69}
{'text': 'about your thought process and actually', 'start': 482.12, 'duration': 3.57}
